"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00776","GB1217A","","UUNN_SHEF_004","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.373103","-1.470051","386379.97","435356.00","67","UK Urban NO2 Network","","&nbsp;"
"UKA00777","GB1218A","","UUNN_SHEF_005","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.373070","-1.474846","386373.95","435037.00","70","UK Urban NO2 Network","","&nbsp;"
"UKA00779","GB1220A","","UUNN_SHEF_007","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.387669","-1.474937","387998.05","435019.00","55","UK Urban NO2 Network","","&nbsp;"
"UKA00781","GB1222A","","UUNN_SHEF_009","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.372930","-1.463440","386364.01","435796.00","60","UK Urban NO2 Network","","&nbsp;"
"UKA00913","GB1354A","","UUNN_SHEF_010","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.376016","-1.464168","386706.97","435744.99","55","UK Urban NO2 Network","","&nbsp;"
"UKA00914","GB1355A","","UUNN_SHEF_011","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.374531","-1.467674","386540.02","435512.98","59","UK Urban NO2 Network","","&nbsp;"
"UKA00909","GB1350A","","UUNN_SHEF_012","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.375346","-1.467092","386630.97","435551.02","58","UK Urban NO2 Network","","&nbsp;"
"UKA00910","GB1351A","","UUNN_SHEF_013","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.375365","-1.463349","386634.95","435800.02","55","UK Urban NO2 Network","","&nbsp;"
"UKA00911","GB1352A","","UUNN_SHEF_014","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.374024","-1.466808","386484.04","435571.01","59","UK Urban NO2 Network","","&nbsp;"
"UKA00912","GB1353A","","UUNN_SHEF_015","Urban Traffic","Sheffield Urban Area","2021-01-01","","53.389362","-1.465504","388191.06","435645.00","51","UK Urban NO2 Network","","&nbsp;"
"UKA01022","GB1464A","","UUNN_SHEF_016","Urban Traffic","Sheffield Urban Area","2022-12-01","","53.379706","-1.466127","387116.51","435611.59","61","UK Urban NO2 Network","",""
"UKA00784","GB1225A","","UUNN_SOOS_003","Urban Traffic","Southend Urban Area","2019-12-20","","51.563020","0.673258","188290.96","585389.00","22","UK Urban NO2 Network","","&nbsp;"
"UKA00786","GB1227A","","UUNN_SOOS_005","Urban Traffic","Southend Urban Area","2019-12-20","","51.559725","0.683280","187950.04","586097.00","19","UK Urban NO2 Network","","&nbsp;"
"UKA00787","GB1228A","","UUNN_SOOS_006","Urban Traffic","Southend Urban Area","2019-12-20","","51.557408","0.698783","187731.96","587181.00","17","UK Urban NO2 Network","","&nbsp;"
"UKA00788","GB1229A","","UUNN_SOUT_002","Urban Traffic","South East","2019-12-18","","50.921244","-1.474555","113663.05","437030.00","1","UK Urban NO2 Network","","&nbsp;"
"UKA01023","GB1465A","","UUNN_SOUT_003","Urban Traffic","Southampton Urban Area","2022-12-01","","50.912716","-1.435838","112734.78","439758.67","8","UK Urban NO2 Network","",""
"UKA01024","GB1466A","","UUNN_SOUT_006","Urban Traffic","Southampton Urban Area","2022-12-01","","50.947807","-1.405216","116653.95","441880.04","82","UK Urban NO2 Network","",""
"UKA00789","GB1230A","","UUNN_STOC_001","Urban Traffic","Greater Manchester Urban Area","2019-12-11","","53.410258","-2.180346","390398.02","388109.00","57","UK Urban NO2 Network","","&nbsp;"
"UKA00790","GB1231A","","UUNN_STOC_002","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.389522","-2.139917","388085.05","390792.00","86","UK Urban NO2 Network","","&nbsp;"
"UKA00791","GB1232A","","UUNN_STOC_003","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.422266","-2.115707","391725.01","392408.00","96","UK Urban NO2 Network","","&nbsp;"
"UKA00796","GB1237A","","UUNN_STOC_008","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.409277","-2.162426","390286.01","389300.00","50","UK Urban NO2 Network","","&nbsp;"
"UKA00797","GB1238A","","UUNN_STOC_009","Urban Traffic","Greater Manchester Urban Area","2019-12-11","","53.410548","-2.165906","390427.95","389069.00","53","UK Urban NO2 Network","","&nbsp;"
"UKA00798","GB1239A","","UUNN_STOC_010","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.418388","-2.151447","391298.03","390032.00","47","UK Urban NO2 Network","","&nbsp;"
"UKA00799","GB1240A","","UUNN_STOC_011","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.416713","-2.146551","391111.00","390357.00","53","UK Urban NO2 Network","","&nbsp;"
"UKA00915","GB1356A","","UUNN_STOC_012","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.410595","-2.171291","390434.02","388711.02","44","UK Urban NO2 Network","","&nbsp;"
"UKA00916","GB1357A","","UUNN_STOK_002","Urban Traffic","The Potteries","2020-12-10","","53.019962","-2.202444","346981.96","386517.03","120","UK Urban NO2 Network","","&nbsp;"
"UKA00919","GB1360A","","UUNN_STOK_005","Urban Traffic","The Potteries","2020-12-10","","53.017972","-2.170460","346755.00","388662.03","130","UK Urban NO2 Network","","&nbsp;"
"UKA00920","GB1361A","","UUNN_STOK_006","Urban Traffic","The Potteries","2020-12-10","","53.002657","-2.162160","345049.99","389214.97","134","UK Urban NO2 Network","","&nbsp;"
"UKA00921","GB1362A","","UUNN_STOK_007","Urban Traffic","The Potteries","2020-12-10","","52.996372","-2.156638","344349.99","389584.01","140","UK Urban NO2 Network","","&nbsp;"
"UKA00922","GB1363A","","UUNN_STOK_008","Urban Traffic","The Potteries","2020-12-10","","53.004672","-2.179692","345276.95","388038.99","109","UK Urban NO2 Network","","&nbsp;"
"UKA00923","GB1364A","","UUNN_STOK_011","Urban Traffic","The Potteries","2020-12-10","","53.025244","-2.164362","347563.02","389072.96","145","UK Urban NO2 Network","","&nbsp;"
"UKA00924","GB1365A","","UUNN_STOK_012","Urban Traffic","The Potteries","2020-12-10","","53.023118","-2.154365","347325.02","389742.98","120","UK Urban NO2 Network","","&nbsp;"
"UKA00927","GB1368A","","UUNN_STOK_015","Urban Traffic","The Potteries","2020-12-10","","53.025841","-2.161799","347629.04","389245.02","139","UK Urban NO2 Network","","&nbsp;"
"UKA00928","GB1369A","","UUNN_STOK_016","Urban Traffic","The Potteries","2020-12-10","","53.016351","-2.211282","346581.97","385922.98","157","UK Urban NO2 Network","","&nbsp;"
"UKA00968","GB1410A","","UUNN_STOK_017","Urban Traffic","The Potteries","2021-12-28","","52.982645","-2.127321","342819.00","391549.00","154","UK Urban NO2 Network","",""
"UKA00800","GB1241A","","UUNN_TAME_001","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.456671","-2.127758","395554.05","391614.00","95","UK Urban NO2 Network","","&nbsp;"
"UKA00801","GB1242A","","UUNN_TAME_002","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.457385","-2.147128","395635.97","390328.00","87","UK Urban NO2 Network","","&nbsp;"
"UKA00804","GB1245A","","UUNN_TAME_005","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.482937","-2.107585","398474.03","392958.00","105","UK Urban NO2 Network","","&nbsp;"
"UKA00805","GB1246A","","UUNN_TAME_006","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.485308","-2.099287","398737.01","393508.99","106","UK Urban NO2 Network","","&nbsp;"
"UKA00807","GB1248A","","UUNN_TAME_008","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.456253","-2.131492","395508.00","391366.00","94","UK Urban NO2 Network","","&nbsp;"
"UKA00809","GB1250A","","UUNN_TRAF_001","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.444157","-2.313354","394199.99","379284.00","27","UK Urban NO2 Network","","&nbsp;"
"UKA00810","GB1251A","","UUNN_TRAF_002","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.448415","-2.304035","394671.02","379905.00","31","UK Urban NO2 Network","","&nbsp;"
"UKA00811","GB1252A","","UUNN_TRAF_003","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.456956","-2.296129","395619.02","380434.00","31","UK Urban NO2 Network","","&nbsp;"
"UKA00812","GB1253A","","UUNN_TRAF_004","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.466170","-2.330191","396654.05","378177.00","27","UK Urban NO2 Network","","&nbsp;"
"UKA00929","GB1370A","","UUNN_VOWH_001","Urban Traffic","South East","2020-12-22","","51.747906","-1.291363","205705.05","449018.98","75","UK Urban NO2 Network","","&nbsp;"
"UKA00930","GB1371A","","UUNN_WELW_001","Urban Traffic","Eastern","2021-01-01","","51.759482","-0.243742","208213.99","521309.03","81","UK Urban NO2 Network","","&nbsp;"
"UKA00813","GB1254A","","UUNN_WIGA_001","Urban Traffic","North West & Merseyside","2019-12-16","","53.545755","-2.627948","405640.97","358488.00","45","UK Urban NO2 Network","","&nbsp;"
"UKA00945","GB1387R","","UWMN Bencrom River","Rural Background","Northern Ireland","2022-04-01","","54.160000","-5.960000","481047.08","141574.96","0","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA01107","GB1549A","","Wakefield Alverthorpe","Urban Background","West Yorkshire Urban Area","2025-07-01","","53.687360","-1.522209","421317.80","431651.50","44","Automatic Urban and Rural Monitoring Network (AURN)","","The site is located in a green space within a residential area near the outskirts of Wakefield."
"UKA01117","GB1559A","","Walsall Caldmore","Urban Background","West Midlands Urban Area","2025-12-16","","52.574031","-1.983799","297357.00","401195.00","128","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00820","GB1261A","","Walsall Pleck Park","Urban Background","West Midlands Urban Area","2021-01-05","","52.569632","-2.003918","296867.60","399831.50","118","Heavy Metals","",""
"UKA00565","GB1020A","","Walsall Woodlands","Urban Background","West Midlands Urban Area","2012-06-19","","52.605641","-2.030371","300873.49","398040.28","149","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of Woodlands School. At the edge of a residential road, Hunt's Lane. The area is mostly residential with some light industry. There is a wooded area 120 metres to the west with the M6 beyond that, approximately 660 metres from the station."
"UKA00119","GB0151R","GB0151R","Wardlow Hay Cop","Rural Background","East Midlands","1986-01-22","","53.261715","-1.735789","373889.71","417721.74","350","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00538","GB0958A","","Warrington","Urban Background","North West & Merseyside","2008-10-21","","53.389225","-2.615593","388219.55","359156.22","11","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located at the rear of Sacred Heart Primary School, Warrington. The manifold is approximately 100 metres north of the nearest major road, A57 Sankey Way. The A57 is a busy dual-carriageway. The surrounding area is open, lightly wooded park land to the west of the site and urban residential to the east of the site."
"UKA00658","GB1099A","","West Bromwich Kenrick Park","Urban Background","West Midlands Urban Area","2019-04-01","","52.508342","-1.986070","290049.92","401042.50","156","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00950","GB1392R","","West of Crumlin","Rural Background","Northern Ireland","2022-04-01","","54.620000","-6.240000","533248.22","126388.29","35","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00433","GB0745A","GB0049R","Weybourne","Rural Background","Eastern","2001-05-30","","52.950490","1.122017","343796.13","609834.35","16","Automatic Urban and Rural Monitoring Network (AURN); Ozone / UV; TOMPs","","The monitoring station is housed within an existing building (Weybourne Atmospheric Observatory) in a remote location on the North coast of Norfolk, approximately 150 metres from the shore. The nearest settlement is Weybourne at a distance of approximately 1 kilometre. The surrounding area is rural."
"UKA00123","GB0334A","","Whiteadder","Rural Background","Central Scotland","1986-02-11","","55.860033","-2.541875","663115.69","366180.00","250","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00362","GB0045R","GB0045R","Wicken Fen","Rural Background","Eastern","1997-10-15","","52.298500","0.290917","269179.35","556315.59","5","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is within a self-contained, air conditioned housing located within a field in a rural setting. The nearest road is a small rural track used access only. The closest dwellings are approximately 150 metres east of the monitoring station. The surrounding area is open with isolated trees in open fields."
"UKA00603","GB1045A","","Widnes Milton Road","Urban Traffic","North West & Merseyside","2015-03-09","","53.365391","-2.731680","385640.92","351408.56","13","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit along the road side of Milton road, approximately 500 meters North of Widnes town centre. The site's vicinity comprises some residential houses and shops. The B5149 Kingsway road lies 100m to the west. The monitoring station is located approximately 4 metres from the kerb."
"UKA00482","GB0864A","","Wigan Centre","Urban Background","North West & Merseyside","2004-10-08","","53.549140","-2.638139","406023.56","357816.06","45","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located adjacent to the hockey turf at Deanery High School. The inlet manifold is approximately 180 metres from the nearest minor roads, Frog Lane to the south and Parson's walk to the east. The surrounding area is predominantly residential with industrial and commercial areas to the south."
"UKA00406","GB0730A","","Wirral Tranmere","Urban Background","Birkenhead Urban Area","2000-05-14","","53.372870","-3.022722","386710.96","332053.93","38","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is housed within a self-contained, air-conditioned unit located within the fenced Community Garden which forms part of Victoria Park in Tranmere. The manifold is approximately 50 metres from the nearest minor road, Bebington Road. The Park is approximately 11.6 hectares in size and is bound by residential areas. There is a Gas facility 1.2 kilometres to the west on the banks of the River Mersey. "
"UKA01036","GB1478A","","Woodwalton Fen","Rural Background","Eastern","2023-04-03","","52.449689","-0.193914","285058.94","522838.06","","UKEAP: National Ammonia Monitoring Network","",""
"UKA01098","GB1540A","","Worcester Tolladine","Urban Background","West Midlands","2025-03-24","","52.209364","-2.180563","256809.00","387758.70","40","Automatic Urban and Rural Monitoring Network (AURN)","","The site is situated to the east of a terrace of houses along Tolladine Road. The immediate area surrounding the inlet is primarily residential, with an industrial area approximately 250m to the north. The B4368 lies 100m to the east of the site."
"UKA00628","GB1069A","","Worthing A27 Roadside","Urban Traffic","Brighton/Worthing/Littlehampton","2016-10-01","","50.832947","-0.379916","104962.96","514185.01","14","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring station beside A27, a busy route through Worthing. Next to pavement; housing nearby. Approximately 50 metres east of Grove Lodge Roundabout. The monitoring station is located approximately 3.5 metres from the kerb."
"UKA01061","GB1503A","","Worthing East Ten Acres","Urban Background","Brighton/Worthing/Littlehampton","2024-08-16","","50.817286","-0.353272","103263.00","516100.00","8","Automatic Urban and Rural Monitoring Network (AURN)","","Green area surrounded by housing in Ten Acres, residential area of Worthing. Approximately 550m from the coast to the south."
"UKA00440","GB0755A","","Wrexham","Urban Traffic","North Wales","2002-03-01","","53.042282","-3.002829","349916.20","332861.75","70","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is housed within a self-contained, air-conditioned unit located opposite Victoria County Primary School on the kerbside of Victoria Road (A5152) and 70 metres from Ruthin Road (A525). The surrounding area comprises residential and open common areas.  The monitoring station is located approximately 5 metres from the kerb."
"UKA01029","GB1471A","","Wyre Forest","Rural Background","West Midlands","2023-03-31","","52.384547","-2.349016","276336.95","376342.03","","UKEAP: National Ammonia Monitoring Network","",""
"UKA00278","GB0858A","","Wytham Wood","Rural Background","South East","1996-09-02","","51.770328","-1.332431","208172.09","446160.99","158","UKEAP: National Ammonia Monitoring Network","",""
"UKA00168","GB0013R","GB0013R","Yarner Wood","Rural Background","South West","1987-06-26","","50.597600","-3.716510","78948.50","278610.58","119","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within a self-contained, air-conditioned housing located in a rural landscape. The nearest road is an access road approximately 60 metres distance. The surrounding area is partly wooded, partly open and comprises rural heath land."
"UKA00523","GB0918A","","York Bootham","Urban Background","Yorkshire & Humberside","2008-01-01","","53.967513","-1.086514","452767.99","460023.83","15","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained, air-conditioned housing located within the SW carpark of Bootham Hospital at the edge of large playing fields. The manifold inlet is 50 metres from the nearest minor road, Grosvenor Terrace. The nearest major road is the A19, 320 metres to the SW. The surrounding area is urban residential."
